,x,y,z,n,r,p,r,n+p
314,191.7266154,10.417,158.4657345,0.0674778,0.0446152,0.254,0.22473,0.3214778
314,206.6461324,10.417,157.0554249,0.0635825,0.0449619,0.276,0.217653,0.3395825
314,221.2290116,10.417,153.6028031,0.0533196,0.0483028,0.298,0.188952,0.3513196
314,235.1970531,10.417,148.1737352,0.0561495,0.0483008,0.32,0.19478,0.3761495
314,248.2837866,10.417,140.8717923,0.0535788,0.0492693,0.342,0.18257,0.3955788
314,260.2395545,10.417,131.8362748,0.0499353,0.0503242,0.364,0.175414,0.4139353
314,270.8362748,10.417,121.2395545,0.0523508,0.049951,0.386,0.184212,0.4383508
314,279.8717923,10.417,109.2837866,0.0541309,0.0472594,0.408,0.181255,0.4621309
314,287.1737352,10.417,96.19705313,0.0503442,0.0493226,0.43,0.205661,0.4803442
314,75.48566335,2.083,57.85806409,0.0223132,0.052582,0.011,0.183289,0.0333132
314,77.65119322,2.083,73.4242828,0.0247043,0.0504206,0.033,0.221361,0.0577043
314,81.94094082,2.083,88.54363299,0.0256406,0.0531112,0.055,0.212962,0.0806406
314,88.27307001,2.083,102.9276806,0.0232475,0.0473922,0.077,0.214753,0.1002475
314,96.52678181,2.083,116.3020189,0.0234257,0.0478284,0.099,0.219038,0.1224257
314,106.5446189,2.083,128.4115038,0.0204664,0.0562335,0.121,0.201725,0.1414664
314,118.1354696,2.083,139.0251208,0.0215793,0.0540596,0.143,0.166659,0.1645793
314,131.0782135,2.083,147.9403923,0.0250131,0.0548195,0.165,0.180036,0.1900131
314,145.1259399,2.083,154.9872404,0.0260974,0.056992,0.187,0.162228,0.2130974
314,160.0106582,2.083,160.0312313,0.0263751,0.0612033,0.209,0.128385,0.2353751
314,176.1585234,2.083,163.0590566,0.021467,0.0669761,0.232,0.113291,0.253467
314,191.859453,2.083,163.7500652,0.0168193,0.0681727,0.254,0.0865039,0.2708193
314,207.5058325,2.083,162.2710468,0.0153447,0.0723131,0.276,0.0836124,0.2913447
314,222.7991734,2.083,158.6502171,0.0155323,0.0819024,0.298,0.0678429,0.3135323
314,237.4477225,2.083,152.956651,0.0170043,0.0755134,0.32,0.067483,0.3370043
314,251.1720271,2.083,145.2989656,0.0138502,0.0808461,0.342,0.0622801,0.3558502
314,263.7102668,2.083,135.8232476,0.0121841,0.0869877,0.364,0.0603723,0.3761841
314,274.8232476,2.083,124.7102668,0.0151074,0.0769419,0.386,0.0594867,0.4011074
314,284.2989656,2.083,112.1720271,0.0126413,0.0833864,0.408,0.0518258,0.4206413
314,291.956651,2.083,98.44772247,0.0134107,0.0831384,0.43,0.0579135,0.4434107
314,75.48566335,6.25,57.85806409,0.026913,0.0498775,0.011,0.236936,0.037913
314,77.65119322,6.25,73.4242828,0.0321699,0.046101,0.033,0.233884,0.0651699
314,81.94094082,6.25,88.54363299,0.0316205,0.0446335,0.055,0.222731,0.0866205
314,88.27307001,6.25,102.9276806,0.0320955,0.0438667,0.077,0.244169,0.1090955
314,96.52678181,6.25,116.3020189,0.0290067,0.0439221,0.099,0.242218,0.1280067
314,106.5446189,6.25,128.4115038,0.0280279,0.0488999,0.121,0.208586,0.1490279
314,118.1354696,6.25,139.0251208,0.0262984,0.0489473,0.143,0.185063,0.1692984
314,131.0782135,6.25,147.9403923,0.0324634,0.0504219,0.165,0.191727,0.1974634
314,145.1259399,6.25,154.9872404,0.039966,0.0496884,0.187,0.192718,0.226966
314,160.0106582,6.25,160.0312313,0.0373449,0.052219,0.209,0.168191,0.2463449
314,176.1585234,6.25,163.0590566,0.0258647,0.0596463,0.232,0.132531,0.2578647
314,191.859453,6.25,163.7500652,0.0257793,0.0603358,0.254,0.115921,0.2797793
314,207.5058325,6.25,162.2710468,0.0246199,0.0660101,0.276,0.109837,0.3006199
314,222.7991734,6.25,158.6502171,0.0207394,0.0618764,0.298,0.0942315,0.3187394
314,237.4477225,6.25,152.956651,0.0199083,0.061998,0.32,0.0965119,0.3399083
314,251.1720271,6.25,145.2989656,0.0192796,0.0663235,0.342,0.0832739,0.3612796
314,263.7102668,6.25,135.8232476,0.0196709,0.0690936,0.364,0.0827593,0.3836709
314,274.8232476,6.25,124.7102668,0.0174827,0.0756206,0.386,0.0821942,0.4034827
314,284.2989656,6.25,112.1720271,0.0196469,0.0679283,0.408,0.0804089,0.4276469
314,291.956651,6.25,98.44772247,0.0192149,0.0686198,0.43,0.0876937,0.4492149
314,75.48566335,10.417,57.85806409,0.0379592,0.0475711,0.011,0.260394,0.0489592
314,77.65119322,10.417,73.4242828,0.0564414,0.0438163,0.033,0.300457,0.0894414
314,81.94094082,10.417,88.54363299,0.0570856,0.0430797,0.055,0.299752,0.1120856
314,88.27307001,10.417,102.9276806,0.0545709,0.0426441,0.077,0.294906,0.1315709
314,96.52678181,10.417,116.3020189,0.0503195,0.0432601,0.099,0.261701,0.1493195
314,106.5446189,10.417,128.4115038,0.0518361,0.0461024,0.121,0.266997,0.1728361
314,118.1354696,10.417,139.0251208,0.0475468,0.0466372,0.143,0.225032,0.1905468
314,131.0782135,10.417,147.9403923,0.0654612,0.0450936,0.165,0.232879,0.2304612
314,145.1259399,10.417,154.9872404,0.0872322,0.0412179,0.187,0.24448,0.2742322
314,160.0106582,10.417,160.0312313,0.0717998,0.0425838,0.209,0.21337,0.2807998
314,176.1585234,10.417,163.0590566,0.0592154,0.0464586,0.232,0.185745,0.2912154
314,191.859453,10.417,163.7500652,0.0529608,0.0497489,0.254,0.192291,0.3069608
314,207.5058325,10.417,162.2710468,0.0520999,0.0477435,0.276,0.184764,0.3280999
314,222.7991734,10.417,158.6502171,0.0525758,0.0496799,0.298,0.170935,0.3505758
314,237.4477225,10.417,152.956651,0.0457144,0.0512376,0.32,0.161649,0.3657144
314,251.1720271,10.417,145.2989656,0.0462632,0.0531788,0.342,0.159481,0.3882632
314,263.7102668,10.417,135.8232476,0.0439371,0.0516677,0.364,0.157395,0.4079371
314,274.8232476,10.417,124.7102668,0.043456,0.0534576,0.386,0.136486,0.429456
314,284.2989656,10.417,112.1720271,0.0460588,0.0509449,0.408,0.154572,0.4540588
314,291.956651,10.417,98.44772247,0.0428568,0.0529621,0.43,0.167215,0.4728568
314,70.21328126,2.083,58.22304632,0.0146224,0.06602,0.011,0.139864,0.0256224
314,72.47939314,2.083,74.51226669,0.0151604,0.0604319,0.033,0.169106,0.0481604
314,76.96838596,2.083,90.3338629,0.0158857,0.0585025,0.055,0.125775,0.0708857
314,83.59462253,2.083,105.386004,0.015142,0.0550051,0.077,0.154044,0.092142
314,92.23169315,2.083,119.3815381,0.0149005,0.0606531,0.099,0.125133,0.1139005
314,102.7148271,2.083,132.0534703,0.013571,0.0615184,0.121,0.127756,0.134571
314,114.8440362,2.083,143.1600562,0.0145964,0.0619317,0.143,0.112702,0.1575964
314,128.3879296,2.083,152.4894139,0.0161685,0.0659629,0.165,0.105825,0.1811685
314,143.0881285,2.083,159.8635658,0.0181952,0.0660435,0.187,0.110793,0.2051952
314,158.6641949,2.083,165.1418341,0.0166318,0.0693719,0.209,0.0946087,0.2256318
314,175.5620774,2.083,168.3102924,0.0164702,0.0773506,0.232,0.0835013,0.2484702
314,191.9922656,2.083,169.0333961,0.0113224,0.0790774,0.254,0.0704234,0.2653224
314,208.3653699,2.083,167.4856821,0.0109919,0.0856501,0.276,0.0751914,0.2869919
314,224.3690382,2.083,163.6966762,0.00996432,0.0904154,0.298,0.0606668,0.30796432
314,239.697966,2.083,157.738662,0.0114044,0.0860091,0.32,0.0513362,0.3314044
314,254.0597213,2.083,149.7253013,0.0109748,0.0874341,0.342,0.0421129,0.3529748
314,267.1803225,2.083,139.8094662,0.00954538,0.0932132,0.364,0.0399318,0.37354538
314,278.8094662,2.083,128.1803225,0.00887727,0.0892586,0.386,0.0380565,0.39487727
314,288.7253013,2.083,115.0597213,0.0103301,0.0919329,0.408,0.0374748,0.4183301
314,296.738662,2.083,100.697966,0.0104143,0.0915039,0.43,0.0376134,0.4404143
314,70.21328126,6.25,58.22304632,0.0163512,0.0517655,0.011,0.155124,0.0273512
314,72.47939314,6.25,74.51226669,0.0196428,0.0539009,0.033,0.178943,0.0526428
314,76.96838596,6.25,90.3338629,0.0215313,0.0491782,0.055,0.183552,0.0765313
314,83.59462253,6.25,105.386004,0.0224853,0.0557756,0.077,0.164025,0.0994853
314,92.23169315,6.25,119.3815381,0.0171588,0.047244,0.099,0.153641,0.1161588
314,102.7148271,6.25,132.0534703,0.0203075,0.0606428,0.121,0.133628,0.1413075
314,114.8440362,6.25,143.1600562,0.0185862,0.0517467,0.143,0.128297,0.1615862
314,128.3879296,6.25,152.4894139,0.0237457,0.0566875,0.165,0.13192,0.1887457
314,143.0881285,6.25,159.8635658,0.031285,0.0565102,0.187,0.152395,0.218285
314,158.6641949,6.25,165.1418341,0.0292195,0.0598203,0.209,0.129684,0.2382195
314,175.5620774,6.25,168.3102924,0.0213508,0.0598288,0.232,0.109749,0.2533508
314,191.9922656,6.25,169.0333961,0.0198388,0.0665988,0.254,0.085873,0.2738388
314,208.3653699,6.25,167.4856821,0.0196663,0.066899,0.276,0.0972043,0.2956663
314,224.3690382,6.25,163.6966762,0.0159876,0.0690959,0.298,0.0809501,0.3139876
314,239.697966,6.25,157.738662,0.0168811,0.0710366,0.32,0.071226,0.3368811
314,254.0597213,6.25,149.7253013,0.0139332,0.0739901,0.342,0.0642897,0.3559332
314,267.1803225,6.25,139.8094662,0.0131489,0.0764393,0.364,0.0607658,0.3771489
314,278.8094662,6.25,128.1803225,0.0129605,0.0783636,0.386,0.0522891,0.3989605
314,288.7253013,6.25,115.0597213,0.0142867,0.0743314,0.408,0.0550606,0.4222867
314,296.738662,6.25,100.697966,0.0123985,0.0728299,0.43,0.0500802,0.4423985
314,70.21328126,10.417,58.22304632,0.0191015,0.0567864,0.011,0.133982,0.0301015
314,72.47939314,10.417,74.51226669,0.0300026,0.0545485,0.033,0.188868,0.0630026
314,76.96838596,10.417,90.3338629,0.0362666,0.0496738,0.055,0.215422,0.0912666
314,83.59462253,10.417,105.386004,0.037499,0.0486272,0.077,0.202294,0.114499
314,92.23169315,10.417,119.3815381,0.034349,0.0503824,0.099,0.187429,0.133349
314,102.7148271,10.417,132.0534703,0.0385972,0.0503021,0.121,0.191921,0.1595972
314,114.8440362,10.417,143.1600562,0.0375472,0.0506729,0.143,0.182929,0.1805472
314,128.3879296,10.417,152.4894139,0.0489501,0.04964,0.165,0.199103,0.2139501
314,143.0881285,10.417,159.8635658,0.0691213,0.0442971,0.187,0.184844,0.2561213
314,158.6641949,10.417,165.1418341,0.0640268,0.0463134,0.209,0.191294,0.2730268
314,175.5620774,10.417,168.3102924,0.0528002,0.0489315,0.232,0.169261,0.2848002
314,191.9922656,10.417,169.0333961,0.0489143,0.0513117,0.254,0.15798,0.3029143
314,208.3653699,10.417,167.4856821,0.043391,0.0529514,0.276,0.151966,0.319391
314,224.3690382,10.417,163.6966762,0.0444185,0.0537025,0.298,0.147537,0.3424185
314,239.697966,10.417,157.738662,0.0410498,0.0533124,0.32,0.129056,0.3610498
314,254.0597213,10.417,149.7253013,0.0413052,0.0540715,0.342,0.140676,0.3833052
314,267.1803225,10.417,139.8094662,0.0374468,0.0544123,0.364,0.136634,0.4014468
314,278.8094662,10.417,128.1803225,0.0368874,0.0569509,0.386,0.131745,0.4228874
314,288.7253013,10.417,115.0597213,0.0404236,0.0537263,0.408,0.129592,0.4484236
314,296.738662,10.417,100.697966,0.0360025,0.0553004,0.43,0.138952,0.4660025
314,64.93990155,2.083,58.58809762,0.00894155,0.0606047,0.011,0.0830825,0.01994155
314,67.30661448,2.083,75.60045644,0.0100145,0.0710489,0.033,0.0862706,0.0430145
314,71.99489022,2.083,92.12443155,0.0102159,0.0714808,0.055,0.091404,0.0652159
314,78.91528982,2.083,107.8447926,0.0101946,0.0689051,0.077,0.0767803,0.0871946
314,87.93579179,2.083,122.46164,0.00920928,0.0738759,0.099,0.0788426,0.10820928
314,98.88431069,2.083,135.6961259,0.0101053,0.0817039,0.121,0.0836804,0.1311053
314,111.55198,2.083,147.295774,0.00881101,0.0713797,0.143,0.0593764,0.15181101
314,125.6971367,2.083,157.0392963,0.00911771,0.0795777,0.165,0.0595086,0.17411771
314,141.0499315,2.083,164.7408139,0.0132603,0.0900951,0.187,0.0590169,0.2002603
314,157.3174769,2.083,170.253404,0.0121756,0.0956018,0.209,0.0542219,0.2211756
314,174.9655185,2.083,173.5625217,0.00872568,0.0949677,0.232,0.0363443,0.24072568
314,192.1251033,2.083,174.3177267,0.00779764,0.10137,0.254,0.0367228,0.26179764
314,209.22507,2.083,172.701304,0.00797463,0.112837,0.276,0.0443235,0.28397463
314,225.9392,2.083,168.7440902,0.00624132,0.108784,0.298,0.029356,0.30424132
314,241.9486354,2.083,162.5215778,0.00799781,0.109513,0.32,0.0309548,0.32799781
314,256.9479618,2.083,154.1524745,0.0053858,0.111664,0.342,0.0215579,0.3473858
314,270.6510348,2.083,143.796439,0.00647114,0.104575,0.364,0.0286964,0.37047114
314,282.796439,2.083,131.6510348,0.00578681,0.132453,0.386,0.0201343,0.39178681
314,293.1524745,2.083,117.9479618,0.00530063,0.116878,0.408,0.0225561,0.41330063
314,301.5215778,2.083,102.9486354,0.00590614,0.101206,0.43,0.0225958,0.43590614
314,64.93990155,6.25,58.58809762,0.0106621,0.0631067,0.011,0.0853322,0.0216621
314,67.30661448,6.25,75.60045644,0.0120292,0.0647521,0.033,0.0975438,0.0450292
314,71.99489022,6.25,92.12443155,0.0122816,0.056033,0.055,0.104885,0.0672816
314,78.91528982,6.25,107.8447926,0.0134927,0.0603744,0.077,0.098216,0.0904927
314,87.93579179,6.25,122.46164,0.0119356,0.0688768,0.099,0.0888451,0.1109356
314,98.88431069,6.25,135.6961259,0.0125997,0.0661474,0.121,0.09793,0.1335997
314,111.55198,6.25,147.295774,0.0133066,0.0715653,0.143,0.0738663,0.1563066
314,125.6971367,6.25,157.0392963,0.016128,0.0697172,0.165,0.0842533,0.181128
314,141.0499315,6.25,164.7408139,0.0199561,0.0723617,0.187,0.0779047,0.2069561
314,157.3174769,6.25,170.253404,0.0199805,0.0699004,0.209,0.0716503,0.2289805
314,174.9655185,6.25,173.5625217,0.0176909,0.0771448,0.232,0.0580744,0.2496909
314,192.1251033,6.25,174.3177267,0.0162043,0.0795768,0.254,0.0559086,0.2702043
314,209.22507,6.25,172.701304,0.0145291,0.0838818,0.276,0.0567414,0.2905291
314,225.9392,6.25,168.7440902,0.010353,0.0882349,0.298,0.0451684,0.308353
314,241.9486354,6.25,162.5215778,0.0126289,0.0815168,0.32,0.0453194,0.3326289
314,256.9479618,6.25,154.1524745,0.0104504,0.0845047,0.342,0.041442,0.3524504
314,270.6510348,6.25,143.796439,0.0108877,0.0888169,0.364,0.0375385,0.3748877
314,282.796439,6.25,131.6510348,0.00999183,0.0961481,0.386,0.04254,0.39599183
314,293.1524745,6.25,117.9479618,0.01078,0.0862316,0.408,0.0386948,0.41878
314,301.5215778,6.25,102.9486354,0.00947884,0.0869121,0.43,0.0399068,0.43947884
314,64.93990155,10.417,58.58809762,0.00783594,0.067535,0.011,0.0566124,0.01883594
314,67.30661448,10.417,75.60045644,0.0123317,0.0725649,0.033,0.0956448,0.0453317
314,71.99489022,10.417,92.12443155,0.0211862,0.0638885,0.055,0.121825,0.0761862
314,78.91528982,10.417,107.8447926,0.0244569,0.0571393,0.077,0.11929,0.1014569
314,87.93579179,10.417,122.46164,0.0244093,0.0590671,0.099,0.111474,0.1234093
314,98.88431069,10.417,135.6961259,0.0269856,0.055202,0.121,0.125139,0.1479856
314,111.55198,10.417,147.295774,0.0295435,0.0581473,0.143,0.115974,0.1725435
314,125.6971367,10.417,157.0392963,0.0374056,0.055075,0.165,0.134068,0.2024056
314,141.0499315,10.417,164.7408139,0.0562393,0.049084,0.187,0.141891,0.2432393
314,157.3174769,10.417,170.253404,0.0596396,0.0490764,0.209,0.13829,0.2686396
314,174.9655185,10.417,173.5625217,0.042472,0.0533293,0.232,0.115539,0.274472
314,192.1251033,10.417,174.3177267,0.0439793,0.0532099,0.254,0.120354,0.2979793
314,209.22507,10.417,172.701304,0.0391284,0.0561074,0.276,0.121268,0.3151284
314,225.9392,10.417,168.7440902,0.0371703,0.0557769,0.298,0.113213,0.3351703
314,241.9486354,10.417,162.5215778,0.0381503,0.0556678,0.32,0.108973,0.3581503
314,256.9479618,10.417,154.1524745,0.035369,0.0555263,0.342,0.103822,0.377369
314,270.6510348,10.417,143.796439,0.0313462,0.0576399,0.364,0.100516,0.3953462
314,282.796439,10.417,131.6510348,0.0317998,0.0611219,0.386,0.116724,0.4177998
314,293.1524745,10.417,117.9479618,0.0368792,0.0568486,0.408,0.109144,0.4448792
314,301.5215778,10.417,102.9486354,0.032023,0.0561937,0.43,0.118595,0.462023
324,281.2245874,2.083,69.84834854,0.192479,0.0398797,0.003,0.686015,0.195479
324,283.7220247,2.083,62.62911993,0.20116,0.0384513,0.009,0.701585,0.21016
324,285.9455934,2.083,55.32089191,0.208143,0.0385133,0.015,0.689697,0.223143
324,287.8921337,2.083,47.93404988,0.201515,0.03892,0.021,0.709058,0.222515
324,289.5588795,2.083,40.47909094,0.202878,0.0387592,0.027,0.688896,0.229878
324,290.7323817,2.083,34.22223182,0.188631,0.0401102,0.032,0.711279,0.220631
324,291.8803085,2.083,26.66996604,0.220124,0.0371919,0.038,0.750311,0.258124
324,292.7427735,2.083,19.07980077,0.230917,0.0373305,0.044,0.750863,0.274917
324,293.3185509,2.083,11.46252207,0.212889,0.0373069,0.05,0.736253,0.262889
324,293.6068226,2.083,3.828954493,0.221365,0.0373334,0.056,0.762351,0.277365
324,293.6071789,2.083,-3.810054237,0.22046,0.0365748,0.062,0.746326,0.28246
324,293.3196193,2.083,-11.44364867,0.219094,0.0371475,0.068,0.743426,0.287094
324,292.7445525,2.083,-19.06098106,0.21648,0.0375242,0.074,0.685337,0.29048
324,291.8827956,2.083,-26.65122674,0.237811,0.0365949,0.08,0.765486,0.317811
324,290.7355733,2.083,-34.20359958,0.207249,0.037944,0.086,0.743562,0.293249
324,289.5626548,2.083,-40.46056814,0.216758,0.0377384,0.091,0.743293,0.307758
324,287.8966044,2.083,-47.91568253,0.215521,0.0377842,0.097,0.762055,0.312521
324,285.9507531,2.083,-55.30270611,0.210871,0.0386795,0.103,0.723933,0.313871
324,283.7278662,2.083,-62.61114152,0.199053,0.0387894,0.109,0.712304,0.308053
324,281.2311024,2.083,-69.83060307,0.195424,0.0392237,0.115,0.668209,0.310424
324,281.2245874,6.25,69.84834854,0.208364,0.0361961,0.003,0.684888,0.211364
324,283.7220247,6.25,62.62911993,0.21738,0.0360484,0.009,0.728091,0.22638
324,285.9455934,6.25,55.32089191,0.204386,0.0367822,0.015,0.703825,0.219386
324,287.8921337,6.25,47.93404988,0.20876,0.0361321,0.021,0.784124,0.22976
324,289.5588795,6.25,40.47909094,0.21045,0.0355609,0.027,0.761139,0.23745
324,290.7323817,6.25,34.22223182,0.225723,0.0349122,0.032,0.772571,0.257723
324,291.8803085,6.25,26.66996604,0.230524,0.0352249,0.038,0.768398,0.268524
324,292.7427735,6.25,19.07980077,0.213573,0.0351281,0.044,0.756397,0.257573
324,293.3185509,6.25,11.46252207,0.236278,0.0344703,0.05,0.761681,0.286278
324,293.6068226,6.25,3.828954493,0.224735,0.0347952,0.056,0.786363,0.280735
324,293.6071789,6.25,-3.810054237,0.236257,0.0348683,0.062,0.770339,0.298257
324,293.3196193,6.25,-11.44364867,0.225896,0.0354635,0.068,0.76933,0.293896
324,292.7445525,6.25,-19.06098106,0.238873,0.0347834,0.074,0.759276,0.312873
324,291.8827956,6.25,-26.65122674,0.225013,0.0350497,0.08,0.761425,0.305013
324,290.7355733,6.25,-34.20359958,0.215754,0.0356272,0.086,0.779494,0.301754
324,289.5626548,6.25,-40.46056814,0.228845,0.0346502,0.091,0.732172,0.319845
324,287.8966044,6.25,-47.91568253,0.20864,0.0359219,0.097,0.760031,0.30564
324,285.9507531,6.25,-55.30270611,0.230409,0.0353834,0.103,0.755262,0.333409
324,283.7278662,6.25,-62.61114152,0.215374,0.036001,0.109,0.728136,0.324374
324,281.2311024,6.25,-69.83060307,0.212906,0.0355662,0.115,0.723228,0.327906
324,281.2245874,10.417,69.84834854,0.206135,0.0371375,0.003,0.635125,0.209135
324,283.7220247,10.417,62.62911993,0.209747,0.0368587,0.009,0.665354,0.218747
324,285.9455934,10.417,55.32089191,0.201846,0.0372953,0.015,0.697087,0.216846
324,287.8921337,10.417,47.93404988,0.206308,0.0363799,0.021,0.69746,0.227308
324,289.5588795,10.417,40.47909094,0.19954,0.0366933,0.027,0.680062,0.22654
324,290.7323817,10.417,34.22223182,0.220227,0.0353073,0.032,0.722645,0.252227
324,291.8803085,10.417,26.66996604,0.227106,0.0353624,0.038,0.659875,0.265106
324,292.7427735,10.417,19.07980077,0.237057,0.0347683,0.044,0.708613,0.281057
324,293.3185509,10.417,11.46252207,0.223292,0.0358628,0.05,0.724812,0.273292
324,293.6068226,10.417,3.828954493,0.219827,0.035148,0.056,0.712165,0.275827
324,293.6071789,10.417,-3.810054237,0.233508,0.0353398,0.062,0.710299,0.295508
324,293.3196193,10.417,-11.44364867,0.224939,0.0348422,0.068,0.763314,0.292939
324,292.7445525,10.417,-19.06098106,0.232135,0.0349617,0.074,0.71125,0.306135
324,291.8827956,10.417,-26.65122674,0.234221,0.035077,0.08,0.696395,0.314221
324,290.7355733,10.417,-34.20359958,0.217526,0.0358104,0.086,0.729281,0.303526
324,289.5626548,10.417,-40.46056814,0.204082,0.0371241,0.091,0.679157,0.295082
324,287.8966044,10.417,-47.91568253,0.220847,0.0359641,0.097,0.670744,0.317847
324,285.9507531,10.417,-55.30270611,0.20758,0.0364227,0.103,0.658386,0.31058
324,283.7278662,10.417,-62.61114152,0.201871,0.0379888,0.109,0.647305,0.310871
324,281.2311024,10.417,-69.83060307,0.203291,0.0374899,0.115,0.668639,0.318291
324,286.1866496,2.083,71.67036247,0.09722,0.0519214,0.003,0.34417,0.10022
324,288.7492332,2.083,64.26281824,0.102637,0.051146,0.009,0.368017,0.111637
324,291.0308043,2.083,56.76395303,0.102194,0.051263,0.015,0.310433,0.117194
324,293.0281207,2.083,49.18442313,0.100698,0.0516057,0.021,0.323504,0.121698
324,294.7383441,2.083,41.53499948,0.101482,0.0523297,0.027,0.34299,0.128482
324,295.9424574,2.083,35.11492842,0.0915823,0.0528596,0.032,0.341148,0.1235823
324,297.1203282,2.083,27.36565965,0.108086,0.0503806,0.038,0.36845,0.146086
324,298.0052908,2.083,19.57750278,0.109265,0.0495894,0.044,0.350759,0.153265
324,298.5960875,2.083,11.7615252,0.100473,0.0500858,0.05,0.368971,0.150473
324,298.8918789,2.083,3.928833855,0.107559,0.0500618,0.056,0.333363,0.163559
324,298.8922445,2.083,-3.90944058,0.103684,0.050388,0.062,0.355112,0.165684
324,298.5971838,2.083,-11.74215949,0.110516,0.0494673,0.068,0.340356,0.178516
324,298.0071162,2.083,-19.55819214,0.11198,0.0485849,0.074,0.348883,0.18598
324,297.1228802,2.083,-27.34643153,0.112025,0.0487472,0.08,0.377228,0.192025
324,295.9457322,2.083,-35.09581015,0.106178,0.0498872,0.086,0.35407,0.192178
324,294.7422178,2.083,-41.51599351,0.103016,0.0514067,0.091,0.366414,0.194016
324,293.032708,2.083,-49.16557666,0.107121,0.049894,0.097,0.339092,0.204121
324,291.0360987,2.083,-56.74529285,0.104259,0.0508459,0.103,0.367221,0.207259
324,288.7552271,2.083,-64.24437086,0.0985986,0.051005,0.109,0.340458,0.2075986
324,286.1933345,2.083,-71.65215412,0.0969918,0.0516604,0.115,0.325502,0.2119918
324,286.1866496,6.25,71.67036247,0.101136,0.0493939,0.003,0.345869,0.104136
324,288.7492332,6.25,64.26281824,0.0973421,0.0484272,0.009,0.331123,0.1063421
324,291.0308043,6.25,56.76395303,0.100509,0.0477353,0.015,0.339237,0.115509
324,293.0281207,6.25,49.18442313,0.100199,0.0477564,0.021,0.354627,0.121199
324,294.7383441,6.25,41.53499948,0.0958526,0.0488736,0.027,0.336137,0.1228526
324,295.9424574,6.25,35.11492842,0.112711,0.0472283,0.032,0.329984,0.144711
324,297.1203282,6.25,27.36565965,0.110732,0.0477186,0.038,0.369717,0.148732
324,298.0052908,6.25,19.57750278,0.107637,0.0444716,0.044,0.368874,0.151637
324,298.5960875,6.25,11.7615252,0.116299,0.0457442,0.05,0.385574,0.166299
324,298.8918789,6.25,3.928833855,0.110407,0.0457345,0.056,0.367692,0.166407
324,298.8922445,6.25,-3.90944058,0.123832,0.0459646,0.062,0.381697,0.185832
324,298.5971838,6.25,-11.74215949,0.117656,0.0454225,0.068,0.397624,0.185656
324,298.0071162,6.25,-19.55819214,0.122192,0.0439339,0.074,0.402463,0.196192
324,297.1228802,6.25,-27.34643153,0.104856,0.0453816,0.08,0.383844,0.184856
324,295.9457322,6.25,-35.09581015,0.111401,0.0460931,0.086,0.358119,0.197401
324,294.7422178,6.25,-41.51599351,0.108065,0.0467905,0.091,0.378499,0.199065
324,293.032708,6.25,-49.16557666,0.106774,0.0476027,0.097,0.372186,0.203774
324,291.0360987,6.25,-56.74529285,0.11305,0.0462213,0.103,0.361428,0.21605
324,288.7552271,6.25,-64.24437086,0.103901,0.0476682,0.109,0.354196,0.212901
324,286.1933345,6.25,-71.65215412,0.107618,0.0467755,0.115,0.365551,0.222618
324,286.1866496,10.417,71.67036247,0.114863,0.0468647,0.003,0.360807,0.117863
324,288.7492332,10.417,64.26281824,0.119441,0.0455763,0.009,0.377483,0.128441
324,291.0308043,10.417,56.76395303,0.112884,0.0463348,0.015,0.369581,0.127884
324,293.0281207,10.417,49.18442313,0.110774,0.0477037,0.021,0.370755,0.131774
324,294.7383441,10.417,41.53499948,0.110253,0.0468023,0.027,0.362395,0.137253
324,295.9424574,10.417,35.11492842,0.118693,0.0446546,0.032,0.383707,0.150693
324,297.1203282,10.417,27.36565965,0.124827,0.0451267,0.038,0.399794,0.162827
324,298.0052908,10.417,19.57750278,0.137188,0.0434054,0.044,0.412059,0.181188
324,298.5960875,10.417,11.7615252,0.124978,0.04549,0.05,0.418031,0.174978
324,298.8918789,10.417,3.928833855,0.119995,0.0446717,0.056,0.377422,0.175995
324,298.8922445,10.417,-3.90944058,0.128074,0.0446389,0.062,0.398627,0.190074
324,298.5971838,10.417,-11.74215949,0.122603,0.0441483,0.068,0.408633,0.190603
324,298.0071162,10.417,-19.55819214,0.126847,0.0447827,0.074,0.40606,0.200847
324,297.1228802,10.417,-27.34643153,0.130255,0.0443389,0.08,0.392059,0.210255
324,295.9457322,10.417,-35.09581015,0.124058,0.0445534,0.086,0.399656,0.210058
324,294.7422178,10.417,-41.51599351,0.114635,0.046146,0.091,0.380287,0.205635
324,293.032708,10.417,-49.16557666,0.120176,0.0452409,0.097,0.384359,0.217176
324,291.0360987,10.417,-56.74529285,0.120563,0.0456587,0.103,0.385029,0.223563
324,288.7552271,10.417,-64.24437086,0.107979,0.0467086,0.109,0.381088,0.216979
324,286.1933345,10.417,-71.65215412,0.117874,0.0459281,0.115,0.364095,0.232874
324,291.1477731,2.083,73.49203172,0.0478981,0.0680455,0.003,0.17143,0.0508981
324,293.7754907,2.083,65.8962075,0.0509804,0.0671168,0.009,0.168441,0.0599804
324,296.1150533,2.083,58.20674115,0.0512163,0.0670864,0.015,0.149149,0.0662163
324,298.1631361,2.083,50.43455984,0.0459009,0.0663684,0.021,0.182546,0.0669009
324,299.9168288,2.083,42.59070827,0.0486844,0.0656829,0.027,0.179566,0.0756844
324,301.1515475,2.083,36.00745615,0.0503331,0.0650154,0.032,0.191144,0.0823331
