,x,y,z,n,r,p,r,n+p
344,113.7070567,2.083,-103.9786823,0.199169,0.0300905,0.342,0.721172,0.541169
344,106.9875057,2.083,-93.08916609,0.210227,0.0295583,0.364,0.808423,0.574227
344,101.8325193,2.083,-81.37763146,0.252798,0.0280662,0.386,0.903605,0.638798
344,98.34043982,2.083,-69.06750108,0.255083,0.0273925,0.408,0.975101,0.663083
344,96.57788626,2.083,-56.39361716,0.282267,0.026335,0.43,1.04348,0.712267
344,272.8240527,6.25,-89.44938073,0.18621,0.0297557,0.011,0.612518,0.19721
344,266.5887491,6.25,-100.6232305,0.176892,0.0298153,0.033,0.607101,0.209892
344,258.8732734,6.25,-110.8313333,0.178038,0.0306232,0.055,0.600078,0.233038
344,249.8248149,6.25,-119.8789478,0.165899,0.0316282,0.077,0.582716,0.242899
344,239.6159924,6.25,-127.5934712,0.172541,0.0309348,0.099,0.597265,0.271541
344,228.441561,6.25,-133.8277324,0.170675,0.0312705,0.121,0.576739,0.291675
344,216.5146971,6.25,-138.4627995,0.175456,0.0302473,0.143,0.576921,0.318456
344,204.0629313,6.25,-141.4102486,0.182089,0.0306095,0.165,0.60952,0.347089
344,191.3238077,6.25,-142.6138508,0.188749,0.0301408,0.187,0.597539,0.375749
344,178.5403524,6.25,-142.0506449,0.238495,0.0273531,0.209,0.721898,0.447495
344,165.3930972,6.25,-139.5848178,0.279421,0.0258567,0.232,0.76497,0.511421
344,153.2743553,6.25,-135.4775044,0.291901,0.0254523,0.254,0.740155,0.545901
344,141.8371568,6.25,-129.7395239,0.236335,0.0264299,0.276,0.730429,0.512335
344,131.2996909,6.25,-122.4803406,0.179798,0.0287776,0.298,0.635007,0.477798
344,121.8629824,6.25,-113.8384392,0.18495,0.0286272,0.32,0.6633,0.50495
344,113.7070567,6.25,-103.9786823,0.218865,0.0273008,0.342,0.744389,0.560865
344,106.9875057,6.25,-93.08916609,0.229504,0.0260704,0.364,0.873703,0.593504
344,101.8325193,6.25,-81.37763146,0.248773,0.02525,0.386,0.95433,0.634773
344,98.34043982,6.25,-69.06750108,0.283273,0.0242605,0.408,1.03261,0.691273
344,96.57788626,6.25,-56.39361716,0.296216,0.0238341,0.43,1.10737,0.726216
344,272.8240527,10.417,-89.44938073,0.193477,0.0296014,0.011,0.59595,0.204477
344,266.5887491,10.417,-100.6232305,0.188906,0.0298698,0.033,0.614074,0.221906
344,258.8732734,10.417,-110.8313333,0.179259,0.0306663,0.055,0.563428,0.234259
344,249.8248149,10.417,-119.8789478,0.16176,0.0323141,0.077,0.543431,0.23876
344,239.6159924,10.417,-127.5934712,0.174339,0.0312699,0.099,0.55502,0.273339
344,228.441561,10.417,-133.8277324,0.164987,0.0311406,0.121,0.550288,0.285987
344,216.5146971,10.417,-138.4627995,0.167593,0.0314136,0.143,0.540908,0.310593
344,204.0629313,10.417,-141.4102486,0.173825,0.0308259,0.165,0.556616,0.338825
344,191.3238077,10.417,-142.6138508,0.20451,0.028594,0.187,0.595211,0.39151
344,178.5403524,10.417,-142.0506449,0.227145,0.0276201,0.209,0.629333,0.436145
344,165.3930972,10.417,-139.5848178,0.297366,0.0254934,0.232,0.739804,0.529366
344,153.2743553,10.417,-135.4775044,0.289517,0.025493,0.254,0.737393,0.543517
344,141.8371568,10.417,-129.7395239,0.256299,0.0260996,0.276,0.687125,0.532299
344,131.2996909,10.417,-122.4803406,0.172568,0.0287428,0.298,0.634089,0.470568
344,121.8629824,10.417,-113.8384392,0.203708,0.0277642,0.32,0.675108,0.523708
344,113.7070567,10.417,-103.9786823,0.228978,0.0264985,0.342,0.748199,0.570978
344,106.9875057,10.417,-93.08916609,0.248297,0.0257287,0.364,0.890208,0.612297
344,101.8325193,10.417,-81.37763146,0.270873,0.0242441,0.386,0.99642,0.656873
344,98.34043982,10.417,-69.06750108,0.297833,0.0237253,0.408,1.0917,0.705833
344,96.57788626,10.417,-56.39361716,0.321197,0.0228297,0.43,1.11931,0.751197
344,277.6068635,2.083,-91.70027315,0.087103,0.0413392,0.011,0.331509,0.098103
344,271.0157876,2.083,-103.5116775,0.0844472,0.0433751,0.033,0.297907,0.1174472
344,262.8600843,2.083,-114.3022316,0.0854051,0.0426155,0.055,0.279844,0.1404051
344,253.2953412,2.083,-123.8660824,0.0822716,0.0438986,0.077,0.292376,0.1592716
344,242.5040264,2.083,-132.0207791,0.0835973,0.0432243,0.099,0.309489,0.1825973
344,230.6920072,2.083,-138.6107531,0.0898494,0.0425672,0.121,0.287679,0.2108494
344,218.0846235,2.083,-143.5102867,0.0856029,0.042168,0.143,0.294677,0.2286029
344,204.9223881,2.083,-146.6259106,0.0800337,0.0421805,0.165,0.299704,0.2450337
344,191.4563989,2.083,-147.8981877,0.0878581,0.0401611,0.187,0.368043,0.2748581
344,177.9435486,2.083,-147.3028464,0.11628,0.0370706,0.209,0.398037,0.32528
344,164.0461407,2.083,-144.6963249,0.133524,0.035415,0.232,0.471631,0.365524
344,151.2359308,2.083,-140.3546574,0.144404,0.0349723,0.254,0.458286,0.398404
344,139.1461517,2.083,-134.2892807,0.10968,0.0358549,0.276,0.432035,0.38568
344,128.0074418,2.083,-126.6159049,0.0902511,0.0379423,0.298,0.385357,0.3882511
344,118.032296,2.083,-117.4809161,0.0934657,0.037714,0.32,0.397532,0.4134657
344,109.4110117,2.083,-107.0585838,0.0963511,0.0379753,0.342,0.428795,0.4383511
344,102.3080584,2.083,-95.54773643,0.0975742,0.0374526,0.364,0.440314,0.4615742
344,96.85894003,2.083,-83.16796812,0.115167,0.0361413,0.386,0.488036,0.501167
344,93.16761041,2.083,-70.15544956,0.114815,0.0363222,0.408,0.514227,0.522815
344,91.30448953,2.083,-56.75842249,0.123947,0.0348788,0.43,0.486645,0.553947
344,277.6068635,6.25,-91.70027315,0.0947986,0.0380434,0.011,0.331162,0.1057986
344,271.0157876,6.25,-103.5116775,0.0830719,0.0391426,0.033,0.29418,0.1160719
344,262.8600843,6.25,-114.3022316,0.0882529,0.040213,0.055,0.299831,0.1432529
344,253.2953412,6.25,-123.8660824,0.0837602,0.0403059,0.077,0.291773,0.1607602
344,242.5040264,6.25,-132.0207791,0.0841756,0.0401055,0.099,0.285386,0.1831756
344,230.6920072,6.25,-138.6107531,0.0829178,0.0406823,0.121,0.290952,0.2039178
344,218.0846235,6.25,-143.5102867,0.0874395,0.0398801,0.143,0.311802,0.2304395
344,204.9223881,6.25,-146.6259106,0.0910662,0.0388504,0.165,0.325108,0.2560662
344,191.4563989,6.25,-147.8981877,0.0959915,0.0370051,0.187,0.34402,0.2829915
344,177.9435486,6.25,-147.3028464,0.123443,0.0341806,0.209,0.404722,0.332443
344,164.0461407,6.25,-144.6963249,0.136437,0.0327046,0.232,0.456895,0.368437
344,151.2359308,6.25,-140.3546574,0.143872,0.0320653,0.254,0.477271,0.397872
344,139.1461517,6.25,-134.2892807,0.123464,0.0329281,0.276,0.463022,0.399464
344,128.0074418,6.25,-126.6159049,0.0976761,0.0345626,0.298,0.419477,0.3956761
344,118.032296,6.25,-117.4809161,0.0999946,0.0342519,0.32,0.445988,0.4199946
344,109.4110117,6.25,-107.0585838,0.107752,0.0330564,0.342,0.446609,0.449752
344,102.3080584,6.25,-95.54773643,0.105467,0.0329251,0.364,0.461505,0.469467
344,96.85894003,6.25,-83.16796812,0.121802,0.0325806,0.386,0.507719,0.507802
344,93.16761041,6.25,-70.15544956,0.130484,0.0316753,0.408,0.528696,0.538484
344,91.30448953,6.25,-56.75842249,0.138294,0.0313828,0.43,0.55347,0.568294
344,277.6068635,10.417,-91.70027315,0.10492,0.0368486,0.011,0.340739,0.11592
344,271.0157876,10.417,-103.5116775,0.107117,0.0373211,0.033,0.344412,0.140117
344,262.8600843,10.417,-114.3022316,0.0966083,0.0383736,0.055,0.334734,0.1516083
344,253.2953412,10.417,-123.8660824,0.0970869,0.0388174,0.077,0.306615,0.1740869
344,242.5040264,10.417,-132.0207791,0.097722,0.0385562,0.099,0.313142,0.196722
344,230.6920072,10.417,-138.6107531,0.0965349,0.0386172,0.121,0.316478,0.2175349
344,218.0846235,10.417,-143.5102867,0.102212,0.0377291,0.143,0.321638,0.245212
344,204.9223881,10.417,-146.6259106,0.107464,0.0362951,0.165,0.35531,0.272464
344,191.4563989,10.417,-147.8981877,0.121652,0.0349767,0.187,0.366673,0.308652
344,177.9435486,10.417,-147.3028464,0.140908,0.0328799,0.209,0.417038,0.349908
344,164.0461407,10.417,-144.6963249,0.17843,0.0309569,0.232,0.481236,0.41043
344,151.2359308,10.417,-140.3546574,0.169751,0.0302558,0.254,0.505131,0.423751
344,139.1461517,10.417,-134.2892807,0.150149,0.0316871,0.276,0.480798,0.426149
344,128.0074418,10.417,-126.6159049,0.112109,0.0328849,0.298,0.484321,0.410109
344,118.032296,10.417,-117.4809161,0.123952,0.0322561,0.32,0.512683,0.443952
344,109.4110117,10.417,-107.0585838,0.137012,0.0311333,0.342,0.526818,0.479012
344,102.3080584,10.417,-95.54773643,0.150564,0.0306224,0.364,0.550052,0.514564
344,96.85894003,10.417,-83.16796812,0.167964,0.0291118,0.386,0.653259,0.553964
344,93.16761041,10.417,-70.15544956,0.177106,0.0292043,0.408,0.677424,0.585106
344,91.30448953,10.417,-56.75842249,0.169399,0.0291083,0.43,0.621602,0.599399
344,282.3887695,2.083,-93.95073975,0.0468129,0.0511554,0.011,0.169393,0.0578129
344,275.4419886,2.083,-106.399578,0.0412361,0.0542798,0.033,0.153269,0.0742361
344,266.846141,2.083,-117.7724732,0.0417064,0.0556127,0.055,0.144708,0.0967064
344,256.765211,2.083,-127.8524628,0.0424967,0.0558197,0.077,0.159303,0.1194967
344,245.391514,2.083,-136.4472495,0.0427501,0.0539547,0.099,0.170521,0.1417501
344,232.9420278,2.083,-143.3928691,0.043055,0.0532421,0.121,0.181965,0.164055
344,219.6542529,2.083,-148.556819,0.0409958,0.055043,0.143,0.169988,0.1839958
344,205.7816823,2.083,-151.8405859,0.0411659,0.0508703,0.165,0.178914,0.2061659
344,191.588965,2.083,-153.1815248,0.0483652,0.0508163,0.187,0.216492,0.2353652
344,177.3468577,2.083,-152.5540544,0.0608407,0.0457173,0.209,0.254627,0.2698407
344,162.699439,2.083,-149.8068649,0.0699554,0.0424041,0.232,0.284175,0.3019554
344,149.197892,2.083,-145.2308878,0.0755116,0.0412974,0.254,0.315155,0.3295116
344,136.4556556,2.083,-138.8381769,0.0592478,0.0431548,0.276,0.304133,0.3352478
344,124.7158155,2.083,-130.7506868,0.0526222,0.0447824,0.298,0.298499,0.3506222
344,114.2023344,2.083,-121.1227039,0.0537477,0.0451708,0.32,0.293032,0.3737477
344,105.1157794,2.083,-110.1379027,0.0531713,0.0444518,0.342,0.296292,0.3951713
344,97.62949621,2.083,-98.00584166,0.0500106,0.0436483,0.364,0.288169,0.4140106
344,91.88630168,2.083,-84.9579661,0.0644585,0.0433409,0.386,0.282692,0.4504585
344,87.99575959,2.083,-71.24319222,0.0585499,0.0442546,0.408,0.320483,0.4665499
344,86.03209041,2.083,-57.12315881,0.0634193,0.0442025,0.43,0.309058,0.4934193
344,282.3887695,6.25,-93.95073975,0.0473675,0.0485726,0.011,0.183179,0.0583675
344,275.4419886,6.25,-106.399578,0.0463235,0.049046,0.033,0.155121,0.0793235
344,266.846141,6.25,-117.7724732,0.0459646,0.0498302,0.055,0.174982,0.1009646
344,256.765211,6.25,-127.8524628,0.0444855,0.0500282,0.077,0.182236,0.1214855
344,245.391514,6.25,-136.4472495,0.0472298,0.049276,0.099,0.177688,0.1462298
344,232.9420278,6.25,-143.3928691,0.0454161,0.0510358,0.121,0.190209,0.1664161
344,219.6542529,6.25,-148.556819,0.0475148,0.0478509,0.143,0.184486,0.1905148
344,205.7816823,6.25,-151.8405859,0.0518493,0.0459526,0.165,0.206957,0.2168493
344,191.588965,6.25,-153.1815248,0.0565235,0.0449216,0.187,0.230366,0.2435235
344,177.3468577,6.25,-152.5540544,0.0730121,0.040539,0.209,0.288558,0.2820121
344,162.699439,6.25,-149.8068649,0.0853494,0.037721,0.232,0.325323,0.3173494
344,149.197892,6.25,-145.2308878,0.0808264,0.0375446,0.254,0.349089,0.3348264
344,136.4556556,6.25,-138.8381769,0.0756494,0.0378271,0.276,0.337929,0.3516494
344,124.7158155,6.25,-130.7506868,0.0599987,0.0382135,0.298,0.304381,0.3579987
344,114.2023344,6.25,-121.1227039,0.0626101,0.0376728,0.32,0.339339,0.3826101
344,105.1157794,6.25,-110.1379027,0.0640205,0.038179,0.342,0.331608,0.4060205
344,97.62949621,6.25,-98.00584166,0.060774,0.0391575,0.364,0.345449,0.424774
344,91.88630168,6.25,-84.9579661,0.0702069,0.0370457,0.386,0.343311,0.4562069
344,87.99575959,6.25,-71.24319222,0.0751286,0.037856,0.408,0.361572,0.4831286
344,86.03209041,6.25,-57.12315881,0.0731016,0.0384949,0.43,0.344348,0.5031016
344,282.3887695,10.417,-93.95073975,0.0685145,0.0435094,0.011,0.239635,0.0795145
344,275.4419886,10.417,-106.399578,0.0710085,0.0438544,0.033,0.207585,0.1040085
344,266.846141,10.417,-117.7724732,0.0713081,0.0438667,0.055,0.228394,0.1263081
344,256.765211,10.417,-127.8524628,0.0650651,0.0454747,0.077,0.211766,0.1420651
344,245.391514,10.417,-136.4472495,0.0694246,0.0444437,0.099,0.224584,0.1684246
344,232.9420278,10.417,-143.3928691,0.0675102,0.0444701,0.121,0.221742,0.1885102
344,219.6542529,10.417,-148.556819,0.0719963,0.043312,0.143,0.234578,0.2149963
344,205.7816823,10.417,-151.8405859,0.0788269,0.0413289,0.165,0.257961,0.2438269
344,191.588965,10.417,-153.1815248,0.0849504,0.0394665,0.187,0.274117,0.2719504
344,177.3468577,10.417,-152.5540544,0.0992215,0.0371968,0.209,0.305393,0.3082215
344,162.699439,10.417,-149.8068649,0.123076,0.0349837,0.232,0.393803,0.355076
344,149.197892,10.417,-145.2308878,0.12113,0.0342736,0.254,0.399906,0.37513
344,136.4556556,10.417,-138.8381769,0.102733,0.0359455,0.276,0.396575,0.378733
344,124.7158155,10.417,-130.7506868,0.0869226,0.0354904,0.298,0.360727,0.3849226
344,114.2023344,10.417,-121.1227039,0.0930317,0.0355355,0.32,0.379491,0.4130317
344,105.1157794,10.417,-110.1379027,0.103643,0.0343722,0.342,0.401825,0.445643
344,97.62949621,10.417,-98.00584166,0.104067,0.034605,0.364,0.415548,0.468067
344,91.88630168,10.417,-84.9579661,0.116266,0.0339378,0.386,0.471103,0.502266
344,87.99575959,10.417,-71.24319222,0.112856,0.0338563,0.408,0.479515,0.520856
344,86.03209041,10.417,-57.12315881,0.100188,0.0344623,0.43,0.444228,0.530188
344,287.1715803,2.083,-96.20163217,0.0240971,0.0638902,0.011,0.0843379,0.0350971
344,279.8690271,2.083,-109.2880251,0.0235148,0.0698144,0.033,0.0942988,0.0565148
344,270.8329519,2.083,-121.2433715,0.0241184,0.0664739,0.055,0.0868213,0.0791184
344,260.2357374,2.083,-131.8395975,0.0243672,0.0665603,0.077,0.0928561,0.1013672
344,248.2795481,2.083,-140.8745574,0.0225402,0.0653904,0.099,0.108123,0.1215402
344,235.192474,2.083,-148.1758898,0.0259408,0.0662431,0.121,0.112914,0.1469408
344,221.2241793,2.083,-153.6043062,0.0243025,0.0644117,0.143,0.119374,0.1673025
344,206.6411391,2.083,-157.0562479,0.0245385,0.0589695,0.165,0.137445,0.1895385
344,191.7215562,2.083,-158.4658616,0.0305929,0.0571918,0.187,0.155246,0.2175929
344,176.7500539,2.083,-157.8062559,0.0378586,0.0522901,0.209,0.192929,0.2468586
344,161.3524826,2.083,-154.918372,0.0419065,0.0506137,0.232,0.203969,0.2739065
344,147.1594675,2.083,-150.1080408,0.043374,0.0459752,0.254,0.218694,0.297374
344,133.7646505,2.083,-143.3879337,0.0374022,0.0477601,0.276,0.214218,0.3134022
344,121.4235664,2.083,-134.8862511,0.0344387,0.0459839,0.298,0.226828,0.3324387
344,110.371648,2.083,-124.7651809,0.0341992,0.0495257,0.32,0.238634,0.3541992
344,100.8197344,2.083,-113.2178042,0.0343786,0.0469996,0.342,0.22169,0.3763786
344,92.95004882,2.083,-100.464412,0.0327175,0.0498339,0.364,0.224516,0.3967175
344,86.91272242,2.083,-86.74830277,0.0361839,0.0484347,0.386,0.221923,0.4221839
344,82.82293018,2.083,-72.3311407,0.0356012,0.0496215,0.408,0.226363,0.4436012
344,80.75869368,2.083,-57.48796414,0.0349125,0.0507647,0.43,0.232155,0.4649125
344,287.1715803,6.25,-96.20163217,0.0278853,0.0575433,0.011,0.111732,0.0388853
344,279.8690271,6.25,-109.2880251,0.0271549,0.0586851,0.033,0.116891,0.0601549
344,270.8329519,6.25,-121.2433715,0.0265262,0.059608,0.055,0.116786,0.0815262
344,260.2357374,6.25,-131.8395975,0.0276009,0.0596841,0.077,0.115002,0.1046009
344,248.2795481,6.25,-140.8745574,0.0287126,0.0603782,0.099,0.128937,0.1277126
344,235.192474,6.25,-148.1758898,0.0304291,0.057408,0.121,0.126042,0.1514291
344,221.2241793,6.25,-153.6043062,0.0310094,0.0546567,0.143,0.151472,0.1740094
344,206.6411391,6.25,-157.0562479,0.0348999,0.0518097,0.165,0.150635,0.1998999
344,191.7215562,6.25,-158.4658616,0.037245,0.0506441,0.187,0.175291,0.224245
344,176.7500539,6.25,-157.8062559,0.0460112,0.0459217,0.209,0.207714,0.2550112
344,161.3524826,6.25,-154.918372,0.052961,0.0443728,0.232,0.242547,0.284961
344,147.1594675,6.25,-150.1080408,0.0555663,0.0421016,0.254,0.259034,0.3095663
344,133.7646505,6.25,-143.3879337,0.0447647,0.0421547,0.276,0.234295,0.3207647
344,121.4235664,6.25,-134.8862511,0.0420115,0.0410501,0.298,0.225136,0.3400115
344,110.371648,6.25,-124.7651809,0.043025,0.0423711,0.32,0.250692,0.363025
344,100.8197344,6.25,-113.2178042,0.0428833,0.0424718,0.342,0.253196,0.3848833
344,92.95004882,6.25,-100.464412,0.0405168,0.0449423,0.364,0.252626,0.4045168
344,86.91272242,6.25,-86.74830277,0.0428333,0.0418787,0.386,0.254596,0.4288333
344,82.82293018,6.25,-72.3311407,0.0448441,0.0434641,0.408,0.261514,0.4528441
344,80.75869368,6.25,-57.48796414,0.0410064,0.0445379,0.43,0.243188,0.4710064
344,287.1715803,10.417,-96.20163217,0.0503947,0.0490058,0.011,0.180048,0.0613947
344,279.8690271,10.417,-109.2880251,0.0542187,0.0483417,0.033,0.174651,0.0872187
344,270.8329519,10.417,-121.2433715,0.0530038,0.0488874,0.055,0.180344,0.1080038
344,260.2357374,10.417,-131.8395975,0.048624,0.0507276,0.077,0.163118,0.125624
344,248.2795481,10.417,-140.8745574,0.0515816,0.0498761,0.099,0.184847,0.1505816
344,235.192474,10.417,-148.1758898,0.0488227,0.0489116,0.121,0.171562,0.1698227
344,221.2241793,10.417,-153.6043062,0.0538825,0.0467263,0.143,0.199733,0.1968825
344,206.6411391,10.417,-157.0562479,0.0637841,0.0449473,0.165,0.222303,0.2287841
344,191.7215562,10.417,-158.4658616,0.0637669,0.0436066,0.187,0.226365,0.2507669
344,176.7500539,10.417,-157.8062559,0.082975,0.0405224,0.209,0.256788,0.291975
344,161.3524826,10.417,-154.918372,0.0965758,0.0386977,0.232,0.307578,0.3285758
344,147.1594675,10.417,-150.1080408,0.0947169,0.037916,0.254,0.311579,0.3487169
344,133.7646505,10.417,-143.3879337,0.0769037,0.0394424,0.276,0.300386,0.3529037
344,121.4235664,10.417,-134.8862511,0.0677871,0.0389505,0.298,0.279921,0.3657871
344,110.371648,10.417,-124.7651809,0.0767991,0.0402242,0.32,0.303927,0.3967991
344,100.8197344,10.417,-113.2178042,0.0758541,0.0391052,0.342,0.323934,0.4178541
344,92.95004882,10.417,-100.464412,0.076094,0.0389866,0.364,0.31234,0.440094
344,86.91272242,10.417,-86.74830277,0.0794495,0.0379222,0.386,0.34369,0.4654495
344,82.82293018,10.417,-72.3311407,0.0732441,0.0388415,0.408,0.358133,0.4812441
344,80.75869368,10.417,-57.48796414,0.061708,0.0402225,0.43,0.308739,0.491708
344,291.9543911,2.083,-98.45252459,0.014354,0.0771573,0.011,0.0553818,0.025354
344,284.2960656,2.083,-112.1764721,0.0142182,0.083111,0.033,0.068035,0.0472182
344,274.8197628,2.083,-124.7142697,0.0139505,0.0760917,0.055,0.0609732,0.0689505
344,263.7062637,2.083,-135.8267322,0.0137746,0.0799627,0.077,0.0715939,0.0907746
344,251.1675821,2.083,-145.3018653,0.0132536,0.0830108,0.099,0.0758699,0.1122536
344,237.4429202,2.083,-152.9589106,0.015879,0.0708214,0.121,0.0833838,0.136879
344,222.7941056,2.083,-158.6517935,0.0144231,0.0699472,0.143,0.0889194,0.1574231
344,207.5005958,2.083,-162.2719099,0.0164496,0.0670495,0.165,0.0944776,0.1814496
344,191.8541474,2.083,-163.7501984,0.02005,0.0667484,0.187,0.106718,0.20705
344,176.15325,2.083,-163.0584575,0.0259046,0.0629504,0.209,0.141912,0.2349046
344,160.0055261,2.083,-160.029879,0.027735,0.0579288,0.232,0.154741,0.259735
344,145.121043,2.083,-154.9851939,0.0292816,0.055193,0.254,0.158424,0.2832816
344,131.0736453,2.083,-147.9376906,0.0253518,0.0542452,0.276,0.172384,0.3013518
344,118.1313173,2.083,-139.0218154,0.0242777,0.0516317,0.298,0.179353,0.3222777
344,106.5409617,2.083,-128.4076578,0.0227298,0.0528386,0.32,0.155466,0.3427298
344,96.5236894,2.083,-116.2977057,0.020929,0.0541539,0.342,0.170737,0.362929
344,88.27060143,2.083,-102.9229823,0.0219515,0.0556723,0.364,0.177246,0.3859515
344,81.93914316,2.083,-88.53863943,0.0229545,0.0533888,0.386,0.146842,0.4089545
344,77.65010077,2.083,-73.41908917,0.0219352,0.0571486,0.408,0.172164,0.4299352
344,75.48529695,2.083,-57.85276947,0.0205799,0.0568241,0.43,0.143484,0.4505799
344,291.9543911,6.25,-98.45252459,0.0182977,0.0630034,0.011,0.0827461,0.0292977
344,284.2960656,6.25,-112.1764721,0.0191584,0.0661637,0.033,0.0853233,0.0521584
344,274.8197628,6.25,-124.7142697,0.0190899,0.068539,0.055,0.0875283,0.0740899
344,263.7062637,6.25,-135.8267322,0.0216144,0.0676122,0.077,0.0907318,0.0986144
344,251.1675821,6.25,-145.3018653,0.0207376,0.0670529,0.099,0.0980278,0.1197376
344,237.4429202,6.25,-152.9589106,0.0224118,0.0635531,0.121,0.0978394,0.1434118
344,222.7941056,6.25,-158.6517935,0.021481,0.0615691,0.143,0.0967309,0.164481
344,207.5005958,6.25,-162.2719099,0.0250582,0.0603241,0.165,0.110576,0.1900582
344,191.8541474,6.25,-163.7501984,0.0253275,0.0542067,0.187,0.122167,0.2123275
344,176.15325,6.25,-163.0584575,0.0330874,0.0512361,0.209,0.158298,0.2420874
344,160.0055261,6.25,-160.029879,0.0365117,0.0496926,0.232,0.182946,0.2685117
344,145.121043,6.25,-154.9851939,0.0418752,0.049746,0.254,0.194449,0.2958752
344,131.0736453,6.25,-147.9376906,0.0334369,0.0470261,0.276,0.178817,0.3094369
344,118.1313173,6.25,-139.0218154,0.0301835,0.0471248,0.298,0.191333,0.3281835
344,106.5409617,6.25,-128.4076578,0.0316658,0.0496124,0.32,0.181841,0.3516658
344,96.5236894,6.25,-116.2977057,0.0298327,0.048182,0.342,0.199785,0.3718327
344,88.27060143,6.25,-102.9229823,0.0262862,0.0471422,0.364,0.191652,0.3902862
344,81.93914316,6.25,-88.53863943,0.0297013,0.0494549,0.386,0.212867,0.4157013
344,77.65010077,6.25,-73.41908917,0.0266904,0.0467446,0.408,0.186827,0.4346904
344,75.48529695,6.25,-57.85276947,0.0224011,0.0492116,0.43,0.164223,0.4524011
344,291.9543911,10.417,-98.45252459,0.043693,0.0521168,0.011,0.160056,0.054693
344,284.2960656,10.417,-112.1764721,0.0420571,0.0527606,0.033,0.150505,0.0750571
344,274.8197628,10.417,-124.7142697,0.0429043,0.0535046,0.055,0.161045,0.0979043
344,263.7062637,10.417,-135.8267322,0.0413685,0.0537879,0.077,0.150529,0.1183685
344,251.1675821,10.417,-145.3018653,0.0429018,0.0524124,0.099,0.153978,0.1419018
344,237.4429202,10.417,-152.9589106,0.0451633,0.0527408,0.121,0.153976,0.1661633
344,222.7941056,10.417,-158.6517935,0.0479121,0.0504261,0.143,0.172344,0.1909121
344,207.5005958,10.417,-162.2719099,0.0554648,0.0495039,0.165,0.176541,0.2204648
344,191.8541474,10.417,-163.7501984,0.0545095,0.048335,0.187,0.180111,0.2415095
344,176.15325,10.417,-163.0584575,0.0656792,0.0445113,0.209,0.213538,0.2746792
344,160.0055261,10.417,-160.029879,0.0823833,0.0419698,0.232,0.235938,0.3143833
344,145.121043,10.417,-154.9851939,0.0758812,0.0411686,0.254,0.24755,0.3298812
344,131.0736453,10.417,-147.9376906,0.0586417,0.0421202,0.276,0.231432,0.3346417
344,118.1313173,10.417,-139.0218154,0.0545471,0.0441629,0.298,0.227875,0.3525471
344,106.5409617,10.417,-128.4076578,0.0553149,0.045346,0.32,0.239731,0.3753149
344,96.5236894,10.417,-116.2977057,0.0530972,0.0437411,0.342,0.246711,0.3950972
344,88.27060143,10.417,-102.9229823,0.0527337,0.0465037,0.364,0.241305,0.4167337
344,81.93914316,10.417,-88.53863943,0.0511638,0.0466174,0.386,0.240681,0.4371638
344,77.65010077,10.417,-73.41908917,0.0476016,0.0476274,0.408,0.240019,0.4556016
344,75.48529695,10.417,-57.85276947,0.0381073,0.0482256,0.43,0.21915,0.4681073
344,296.7362972,2.083,-100.7029912,0.0104481,0.0884931,0.011,0.0387576,0.0214481
344,288.7222666,2.083,-115.0643726,0.00999904,0.0860909,0.033,0.0378201,0.04299904
344,278.8058195,2.083,-128.1845114,0.00818492,0.0881777,0.055,0.0410517,0.06318492
344,267.1761335,2.083,-139.8131126,0.00854995,0.0944533,0.077,0.0471094,0.08554995
344,254.0550697,2.083,-149.7283357,0.00878693,0.08109,0.099,0.0486975,0.10778693
344,239.6929408,2.083,-157.7410265,0.0100689,0.0830042,0.121,0.0534128,0.1310689
344,224.363735,2.083,-163.6983258,0.00976648,0.0768791,0.143,0.0483826,0.15276648
344,208.35989,2.083,-167.4865852,0.0129732,0.0849935,0.165,0.0691247,0.1779732
344,191.9867136,2.083,-169.0335355,0.0139708,0.0721017,0.187,0.090088,0.2009708
344,175.5565591,2.083,-168.3096654,0.0159454,0.0636683,0.209,0.0952729,0.2249454
344,158.6588244,2.083,-165.1404191,0.0201851,0.070002,0.232,0.104507,0.2521851
344,143.0830042,2.083,-159.8614242,0.0202525,0.0697032,0.254,0.105026,0.2742525
344,128.3831493,2.083,-152.4865867,0.0176566,0.0671572,0.276,0.104617,0.2936566
344,114.839691,2.083,-143.1565973,0.018988,0.0642832,0.298,0.120221,0.316988
344,102.711,2.083,-132.0494456,0.0148108,0.0630289,0.32,0.113968,0.3348108
344,92.22845711,2.083,-119.3770245,0.0143831,0.0596057,0.342,0.116455,0.3563831
344,83.59203929,2.083,-105.3810876,0.0158117,0.0604292,0.364,0.126354,0.3798117
344,76.9665048,2.083,-90.32863741,0.0152001,0.0649572,0.386,0.116304,0.4012001
344,72.47824995,2.083,-74.50683183,0.0145713,0.0596666,0.408,0.116325,0.4225713
344,70.21289784,2.083,-58.21750579,0.0112866,0.0615706,0.43,0.110301,0.4412866
344,296.7362972,6.25,-100.7029912,0.0140879,0.0732853,0.011,0.0538869,0.0250879
344,288.7222666,6.25,-115.0643726,0.014421,0.0781354,0.033,0.0610841,0.047421
344,278.8058195,6.25,-128.1845114,0.0138034,0.0779268,0.055,0.0607824,0.0688034
344,267.1761335,6.25,-139.8131126,0.0133715,0.0800851,0.077,0.0685358,0.0903715
